Model,Accuracy,Precision,Recall,F1-Score
Tuned_SVM,0.9890937418852246,0.9892129597279328,0.9890937418852246,0.9890943832573236
Tuned_LogisticRegression,0.9041807322773305,0.9051927550300598,0.9041807322773305,0.9035119410321774
Tuned_RandomForest,0.9797455206439886,0.9799021707602666,0.9797455206439886,0.9797571784552873
Tuned_XGBoost,0.9849389768891197,0.9850259906756003,0.9849389768891197,0.9849516338247518
